0.000,60
0.001,60
0.002,60
0.003,61
0.004,61
0.005,61
0.006,61
0.007,60
0.008,60
0.009,60
0.010,59
0.011,59
0.012,59
0.013,58
0.014,58
0.015,58
0.016,58
0.017,57
0.018,58
0.019,58
0.020,59
0.021,60
0.022,61
0.023,61
0.024,62
0.025,63
0.026,63
0.027,63
0.028,61
0.029,61
0.030,60
0.031,60
0.032,59
0.033,59
0.034,59
0.035,59
0.036,58
0.037,57
0.038,57
0.039,58
0.040,59
0.041,61
0.042,61
0.043,62
0.044,63
0.045,63
0.046,62
0.047,61
0.048,61
0.049,60
0.050,60
0.051,61
0.052,62
0.053,62
0.054,63
0.055,63
0.056,62
0.057,62
0.058,63
0.059,64
0.060,65
0.061,65
0.062,65
0.063,66
0.064,66
0.065,66
0.066,65
0.067,65
0.068,65
0.069,64
0.070,64
0.071,64
0.072,64
0.073,65
0.074,65
0.075,65
0.076,64
0.077,64
0.078,63
0.079,64
0.080,65
0.081,67
0.082,68
0.083,69
0.084,69
0.085,69
0.086,69
0.087,68
0.088,67
0.089,67
0.090,66
0.091,65
0.092,65
0.093,64
0.094,64
0.095,63
0.096,63
0.097,63
0.098,62
0.099,62
0.100,64
0.101,66
0.102,67
0.103,67
0.104,66
0.105,66
0.106,65
0.107,64
0.108,64
0.109,64
0.110,64
0.111,63
0.112,63
0.113,62
0.114,61
0.115,60
0.116,60
0.117,59
0.118,59
0.119,60
0.120,61
0.121,61
0.122,61
0.123,61
0.124,61
0.125,60
0.126,60
0.127,59
0.128,58
0.129,58
0.130,58
0.131,57
0.132,57
0.133,56
0.134,56
0.135,55
0.136,54
0.137,54
0.138,54
0.139,54
0.140,55
0.141,55
0.142,56
0.143,57
0.144,57
0.145,56
0.146,56
0.147,56
0.148,56
0.149,55
0.150,55
0.151,55
0.152,54
0.153,54
0.154,53
0.155,53
0.156,52
0.157,52
0.158,52
0.159,53
0.160,54
0.161,56
0.162,57
0.163,57
0.164,57
0.165,57
0.166,56
0.167,56
0.168,55
0.169,54
0.170,54
0.171,54
0.172,53
0.173,53
0.174,52
0.175,51
0.176,51
0.177,51
0.178,51
0.179,51
0.180,51
0.181,51
0.182,52
0.183,52
0.184,52
0.185,52
0.186,51
0.187,51
0.188,51
0.189,52
0.190,53
0.191,53
0.192,54
0.193,54
0.194,53
0.195,53
0.196,53
0.197,53
0.198,52
0.199,52
0.200,52
0.201,52
0.202,51
0.203,52
0.204,52
0.205,52
0.206,51
0.207,52
0.208,52
0.209,52
0.210,52
0.211,51
0.212,51
0.213,50
0.214,50
0.215,49
0.216,49
0.217,50
0.218,50
0.219,50
0.220,52
0.221,53
0.222,54
0.223,54
0.224,54
0.225,53
0.226,53
0.227,52
0.228,52
0.229,51
0.230,51
0.231,51
0.232,52
0.233,54
0.234,55
0.235,55
0.236,54
0.237,54
0.238,54
0.239,55
0.240,56
0.241,56
0.242,57
0.243,57
0.244,57
0.245,56
0.246,56
0.247,55
0.248,55
0.249,55
0.250,55
0.251,55
0.252,54
0.253,54
0.254,54
0.255,53
0.256,53
0.257,52
0.258,52
0.259,52
0.260,52
0.261,52
0.262,53
0.263,53
0.264,53
0.265,53
0.266,52
0.267,52
0.268,52
0.269,51
0.270,52
0.271,52
0.272,52
0.273,51
0.274,51
0.275,51
0.276,51
0.277,50
0.278,49
0.279,50
0.280,50
0.281,50
0.282,50
0.283,49
0.284,49
0.285,49
0.286,48
0.287,48
0.288,48
0.289,49
0.290,50
0.291,51
0.292,53
0.293,55
0.294,55
0.295,55
0.296,55
0.297,55
0.298,55
0.299,55
0.300,56
0.301,57
0.302,58
0.303,59
0.304,59
0.305,58
0.306,57
0.307,57
0.308,56
0.309,56
0.310,56
0.311,56
0.312,56
0.313,56
0.314,55
0.315,54
0.316,54
0.317,53
0.318,52
0.319,52
0.320,52
0.321,52
0.322,52
0.323,52
0.324,52
0.325,52
0.326,52
0.327,51
0.328,50
0.329,50
0.330,50
0.331,50
0.332,50
0.333,50
0.334,49
0.335,48
0.336,48
0.337,47
0.338,47
0.339,48
0.340,48
0.341,48
0.342,49
0.343,49
0.344,48
0.345,48
0.346,48
0.347,47
0.348,47
0.349,48
0.350,48
